"origine";"destination";"premiereclasse";"secondeclasse";"loisir2nd";"Commentaires"
"2354";"LOURDES ";"PARIS MONTPARNASSE 1 ET 2";"173";25;"128";"Tarifs applicables aux circulations à partir du 2 juillet 2017"
"2355";"LOURDES";"CHATELLERAULT";"105";NA;"73";""
"2356";"LOURDES";"FUTUROSCOPE";"105";25;"73";""
"2357";"LOURDES";"LIBOURNE";"73";15;"49";""
"2358";"LOURDES";"MORCENX";"37";NA;"25";""
"2359";"LOURDES";"PARIS AUSTERLITZ";"156";25;"118";""
"2360";"LOURDES";"PARIS MONTPARNASSE 1 ET 2";"156";25;"118";"Tarifs applicables aux circulations jusqu'au 1er juillet 2017"
"2361";"LOURDES";"POITIERS";"105";25;"73";""
"2362";"LOURDES";"ST PIERRE DES CORPS";"119";25;"82";""
"2363";"LOURDES";"TARBES";"10";NA;"6,6";""
"2364";"LUNEVILLE";"PARIS EST";"118";20;"82";""
"2365";"LUNEVILLE";"SARREBOURG";"17,5";NA;"11,4";""
"2366";"LUNEVILLE";"SAVERNE";"25,5";NA;"17,5";""
"2367";"LUNEVILLE";"ST DIE";"19";NA;"12,6";""
"2368";"LYON PART DIEU ";"RENNES";"149";25;"113";"Tarifs applicables aux circulations à partir du 2 juillet 2017"
"2369";"LYON PART DIEU ";"ST PIERRE DES CORPS";"135";25;"97";"Tarifs applicables aux circulations à partir du 2 juillet 2017"
"2370";"LYON PART DIEU";"AEROPORT CDG 2 TGV ROISSY";"133";25;"97";""
"2371";"LYON PART DIEU";"AGDE";"95";20;"70";""
"2372";"LYON PART DIEU";"AIME LA PLAGNE";"64";NA;"44";""
"2373";"LYON PART DIEU";"AIX LES BAINS LE REVARD";"37";NA;"24,5";""
"2374";"LYON PART DIEU";"ALBERTVILLE";"51";NA;"36";""
"2375";"LYON PART DIEU";"ANNECY";"37";NA;"24,5";""
"2376";"LYON PART DIEU";"ANNEMASSE";"47";NA;"33";""
"2377";"LYON PART DIEU";"ANTIBES";"121";25;"86";""
"2378";"LYON PART DIEU";"ARRAS";"154";25;"116";""
"2379";"LYON PART DIEU";"BEAUNE";"45";NA;"31";""
"2380";"LYON PART DIEU";"BELFORT-MONTBELIARD TGV";"85";15;"67";""
"2381";"LYON PART DIEU";"BELLEGARDE";"40";NA;"27";""
"2382";"LYON PART DIEU";"BESANCON FRANCHE-COMTE TGV";"68";15;"51";""
"2383";"LYON PART DIEU";"BOURG EN BRESSE";"27,5";NA;"17,5";""
"2384";"LYON PART DIEU";"BOURG ST MAURICE";"67";NA;"46";""
"2385";"LYON PART DIEU";"CHALON SUR SAONE";"41";NA;"27,5";""
"2386";"LYON PART DIEU";"CHATELLERAULT";"135";25;"96";""
"2387";"LYON PART DIEU";"DOUAI";"154";25;"116";""
"2388";"LYON PART DIEU";"ECOLE VALENTIN";"68";NA;"51";""
"2389";"LYON PART DIEU";"EVIAN LES BAINS";"57";NA;"40";""
"2390";"LYON PART DIEU";"FUTUROSCOPE";"135";25;"96";""
"2391";"LYON PART DIEU";"LE CREUSOT MONTCEAU MONTCHANIN";"47";NA;"33";""
"2392";"LYON PART DIEU";"LES ARCS DRAGUIGNAN";"109";20;"80";""
"2393";"LYON PART DIEU";"LONS LE SAUNIER";"44";NA;"26,5";""
"2394";"LYON PART DIEU";"MACON LOCHE TGV";"26";NA;"18,5";""
"2395";"LYON PART DIEU";"MANTES LA JOLIE";"133";25;"97";""
"2396";"LYON PART DIEU";"MARNE LA VALLEE CHESSY";"133";25;"97";""
"2397";"LYON PART DIEU";"MARSEILLE ST CHARLES";"89";20;"67";""
"2398";"LYON PART DIEU";"MASSY PALAISEAU";"133";25;"97";""
"2399";"LYON PART DIEU";"MELUN";"110";25;"81";""
"2400";"LYON PART DIEU";"MIRAMAS";"79";NA;"58";""
"2401";"LYON PART DIEU";"MONTAUBAN VILLE BOURBON";"139";25;"103";""
"2402";"LYON PART DIEU";"MONTBELIARD";"68";15;"46";""
"2403";"LYON PART DIEU";"MONTELIMAR";"47";NA;"35";""
"2404";"LYON PART DIEU";"MONTPELLIER";"86";20;"65";""
"2405";"LYON PART DIEU";"MORLAIX";"172";30;"133";""
"2406";"LYON PART DIEU";"MOUCHARD";"36";NA;"24,5";""
"2407";"LYON PART DIEU";"MOUTIERS SALINS BRIDES";"60";NA;"41";""
"2408";"LYON PART DIEU";"NANTES";"143";25;"108";""
"2409";"LYON PART DIEU";"NARBONNE";"101";20;"74";""
"2410";"LYON PART DIEU";"NEUFCHATEAU";"87";20;"54";""
"2411";"LYON PART DIEU";"NICE VILLE";"121";25;"86";""
"2412";"LYON PART DIEU";"ORANGE";"58";NA;"41";""
"2413";"LYON PART DIEU";"PARIS GARE DE LYON";"133";25;"97";""
"2414";"LYON PART DIEU";"PARIS NORD";"133";25;"97";""
"2415";"LYON PART DIEU";"PERPIGNAN";"106";20;"77";""
"2416";"LYON PART DIEU";"POITIERS";"135";25;"96";""
"2417";"LYON PART DIEU";"RENNES";"143";25;"108";"Tarifs applicables aux circulations jusqu'au 1er juillet 2017"
"2418";"LYON PART DIEU";"ROUEN RIVE DROITE";"133";25;"97";""
"2419";"LYON PART DIEU";"SENS";"107";20;"78";""
"2420";"LYON PART DIEU";"SETE";"93";20;"70";""
"2421";"LYON PART DIEU";"ST BRIEUC";"156";25;"122";""
"2422";"LYON PART DIEU";"ST NAZAIRE";"145";25;"109";""
"2423";"LYON PART DIEU";"ST PIERRE DES CORPS";"132";25;"95";"Tarifs applicables aux circulations jusqu'au 1er juillet 2017"
"2424";"LYON PART DIEU";"ST RAPHAEL VALESCURE";"121";25;"86";""
"2425";"LYON PART DIEU";"TGV HAUTE PICARDIE";"146";25;"106";""
"2426";"LYON PART DIEU";"THONON LES BAINS";"55";NA;"39";""
"2427";"LYON PART DIEU";"TOUL";"100";20;"63";""
"2428";"LYON PART DIEU";"TOULON";"101";20;"72";""
"2429";"LYON PART DIEU";"TOULOUSE MATABIAU";"122";25;"86";""
"2430";"LYON PART DIEU";"VALENCE";"38";NA;"30";""
"2431";"LYON PART DIEU";"VALENCE TGV";"38";NA;"30";""
"2432";"LYON PERRACHE";"RENNES";"149";25;"113";"Tarifs applicables aux circulations à partir du 2 juillet 2017"
"2433";"LYON PERRACHE";"ST PIERRE DES CORPS";"135";25;"97";"Tarifs applicables aux circulations à partir du 2 juillet 2017"
"2434";"LYON PERRACHE";"AEROPORT CDG 2 TGV ROISSY";"133";25;"97";""
"2435";"LYON PERRACHE";"AGDE";"95";20;"70";""
"2436";"LYON PERRACHE";"AIX LES BAINS LE REVARD";"37";NA;"25";""
"2437";"LYON PERRACHE";"ANNECY";"37";NA;"24,5";""
"2438";"LYON PERRACHE";"ANNEMASSE";"47";NA;"33";""
"2439";"LYON PERRACHE";"ANTIBES";"121";25;"86";""
"2440";"LYON PERRACHE";"ARRAS";"154";25;"116";""
"2441";"LYON PERRACHE";"BEAUNE";"45";NA;"31";""
"2442";"LYON PERRACHE";"BELFORT-MONTBELIARD TGV";"85";15;"67";""
"2443";"LYON PERRACHE";"BELLEGARDE";"40";NA;"27";""
"2444";"LYON PERRACHE";"BESANCON FRANCHE-COMTE TGV";"68";15;"51";""
"2445";"LYON PERRACHE";"CHALON SUR SAONE";"41";NA;"27,5";""
"2446";"LYON PERRACHE";"CHATELLERAULT";"135";25;"96";""
"2447";"LYON PERRACHE";"DOUAI";"154";25;"116";""
"2448";"LYON PERRACHE";"ECOLE VALENTIN";"68";NA;"51";""
"2449";"LYON PERRACHE";"EVIAN LES BAINS";"57";NA;"40";""
"2450";"LYON PERRACHE";"FUTUROSCOPE";"135";25;"96";""
"2451";"LYON PERRACHE";"LE CREUSOT MONTCEAU MONTCHANIN";"47";NA;"33";""
"2452";"LYON PERRACHE";"LES ARCS DRAGUIGNAN";"109";20;"80";""
"2453";"LYON PERRACHE";"MACON LOCHE TGV";"26";NA;"18,5";""
"2454";"LYON PERRACHE";"MANTES LA JOLIE";"133";25;"97";""
"2455";"LYON PERRACHE";"MARNE LA VALLEE CHESSY";"133";25;"97";""
"2456";"LYON PERRACHE";"MARSEILLE ST CHARLES";"89";20;"67";""
"2457";"LYON PERRACHE";"MASSY PALAISEAU";"133";25;"97";""
"2458";"LYON PERRACHE";"MELUN";"110";25;"81";""
"2459";"LYON PERRACHE";"MIRAMAS";"79";NA;"58";""
"2460";"LYON PERRACHE";"MONTBELIARD";"52";NA;"37";""
"2461";"LYON PERRACHE";"MONTELIMAR";"47";NA;"35";""
"2462";"LYON PERRACHE";"MONTPELLIER";"86";20;"65";""
"2463";"LYON PERRACHE";"MORLAIX";"172";30;"133";""
"2464";"LYON PERRACHE";"NANTES";"143";25;"108";""
"2465";"LYON PERRACHE";"NARBONNE";"101";20;"74";""
"2466";"LYON PERRACHE";"NICE VILLE";"121";25;"86";""
"2467";"LYON PERRACHE";"ORANGE";"58";NA;"41";""
"2468";"LYON PERRACHE";"PARIS GARE DE LYON";"133";25;"97";""
"2469";"LYON PERRACHE";"PARIS NORD";"133";25;"97";""
"2470";"LYON PERRACHE";"PERPIGNAN";"106";20;"77";""
"2471";"LYON PERRACHE";"POITIERS";"135";25;"96";""
"2472";"LYON PERRACHE";"RENNES";"143";25;"108";"Tarifs applicables aux circulations jusqu'au 1er juillet 2017"
"2473";"LYON PERRACHE";"ROUEN RIVE DROITE";"133";25;"97";""
"2474";"LYON PERRACHE";"SENS";"107";20;"78";""
"2475";"LYON PERRACHE";"SETE";"93";20;"70";""
"2476";"LYON PERRACHE";"ST BRIEUC";"156";25;"122";""
"2477";"LYON PERRACHE";"ST NAZAIRE";"145";25;"109";""
"2478";"LYON PERRACHE";"ST PIERRE DES CORPS";"132";25;"95";"Tarifs applicables aux circulations jusqu'au 1er juillet 2017"
"2479";"LYON PERRACHE";"ST RAPHAEL VALESCURE";"121";25;"86";""
"2480";"LYON PERRACHE";"TGV HAUTE PICARDIE";"146";25;"106";""
"2481";"LYON PERRACHE";"THONON LES BAINS";"55";NA;"39";""
"2482";"LYON PERRACHE";"TOULON";"101";20;"72";""
"2483";"LYON PERRACHE";"TOULOUSE MATABIAU";"122";25;"86";""
"2484";"LYON PERRACHE";"VALENCE";"38";NA;"30";""
"2485";"LYON PERRACHE";"VALENCE TGV";"38";NA;"30";""
"2486";"LYON ST EXUPERY";"AEROPORT CDG 2 TGV ROISSY";"133";25;"97";""
"2487";"LYON ST EXUPERY";"AGDE";"95";20;"70";""
"2488";"LYON ST EXUPERY";"AIME LA PLAGNE";"63";NA;"42";""
"2489";"LYON ST EXUPERY";"AIX LES BAINS LE REVARD";"42";NA;"25,5";""
"2490";"LYON ST EXUPERY";"ALBERTVILLE";"63";NA;"35";""
"2491";"LYON ST EXUPERY";"ANNECY";"42";NA;"28,5";""
"2492";"LYON ST EXUPERY";"ANNEMASSE";"47";NA;"33";""
"2493";"LYON ST EXUPERY";"ANTIBES";"121";25;"86";""
"2494";"LYON ST EXUPERY";"ARRAS";"154";25;"116";""
"2495";"LYON ST EXUPERY";"BEAUNE";"45";NA;"31";""
"2496";"LYON ST EXUPERY";"BELFORT-MONTBELIARD TGV";"85";15;"67";""
"2497";"LYON ST EXUPERY";"BELLEGARDE";"40";NA;"27";""
"2498";"LYON ST EXUPERY";"BESANCON FRANCHE-COMTE TGV";"68";15;"51";""
"2499";"LYON ST EXUPERY";"BOURG EN BRESSE";"27,5";NA;"17,5";""
"2500";"LYON ST EXUPERY";"BOURG ST MAURICE";"66";NA;"44";""
"2501";"LYON ST EXUPERY";"CHALON SUR SAONE";"41";NA;"27,5";""
"2502";"LYON ST EXUPERY";"CHATELLERAULT";"135";25;"96";""
"2503";"LYON ST EXUPERY";"DOUAI";"154";25;"116";""
"2504";"LYON ST EXUPERY";"ECOLE VALENTIN";"68";NA;"51";""
"2505";"LYON ST EXUPERY";"FUTUROSCOPE";"135";25;"96";""
"2506";"LYON ST EXUPERY";"HYERES";"92";20;"63";""
"2507";"LYON ST EXUPERY";"LE CREUSOT MONTCEAU MONTCHANIN";"47";NA;"33";""
"2508";"LYON ST EXUPERY";"LES ARCS DRAGUIGNAN";"109";20;"80";""
"2509";"LYON ST EXUPERY";"LILLE EUROPE";"154";25;"116";""
"2510";"LYON ST EXUPERY";"LONS LE SAUNIER";"44";NA;"26,5";""
"2511";"LYON ST EXUPERY";"MACON LOCHE TGV";"27";NA;"19";""
"2512";"LYON ST EXUPERY";"MANTES LA J. TGV";"133";NA;"97";""
"2513";"LYON ST EXUPERY";"MANTES LA JOLIE";"133";25;"97";""
"2514";"LYON ST EXUPERY";"MARNE LA VALLEE CHESSY";"133";25;"97";""
"2515";"LYON ST EXUPERY";"MARSEILLE ST CHARLES";"89";20;"67";""
"2516";"LYON ST EXUPERY";"MASSY PALAISEAU";"133";NA;"97";""
"2517";"LYON ST EXUPERY";"MELUN";"110";25;"81";""
"2518";"LYON ST EXUPERY";"MIRAMAS";"79";NA;"58";""
"2519";"LYON ST EXUPERY";"MONTBELIARD";"68";15;"46";""
"2520";"LYON ST EXUPERY";"MONTELIMAR";"47";NA;"35";""
"2521";"LYON ST EXUPERY";"MONTPELLIER";"86";20;"65";""
"2522";"LYON ST EXUPERY";"MOUTIERS SALINS BRIDES";"48";NA;"33";""
"2523";"LYON ST EXUPERY";"NANTES";"143";25;"108";""
"2524";"LYON ST EXUPERY";"NARBONNE";"101";20;"74";""
"2525";"LYON ST EXUPERY";"NEUFCHATEAU";"87";20;"54";""
"2526";"LYON ST EXUPERY";"NICE VILLE";"121";25;"86";""
"2527";"LYON ST EXUPERY";"ORANGE";"58";NA;"41";""
"2528";"LYON ST EXUPERY";"PARIS GARE DE LYON";"133";25;"97";""
"2529";"LYON ST EXUPERY";"PERPIGNAN";"106";20;"77";""
"2530";"LYON ST EXUPERY";"POITIERS";"135";25;"96";""
"2531";"LYON ST EXUPERY";"RENNES";"143";25;"108";""
"2532";"LYON ST EXUPERY";"ROUEN RIVE DROITE";"133";25;"97";""
"2533";"LYON ST EXUPERY";"SENS";"107";20;"78";""
"2534";"LYON ST EXUPERY";"SETE";"93";20;"70";""
"2535";"LYON ST EXUPERY";"ST NAZAIRE";"145";25;"109";""
"2536";"LYON ST EXUPERY";"ST PIERRE DES CORPS";"132";25;"95";""
"2537";"LYON ST EXUPERY";"ST RAPHAEL VALESCURE";"121";25;"86";""
"2538";"LYON ST EXUPERY";"TGV HAUTE PICARDIE";"146";25;"106";""
"2539";"LYON ST EXUPERY";"TOUL";"100";20;"63";""
"2540";"LYON ST EXUPERY";"TOULON";"101";20;"72";""
"2541";"LYON ST EXUPERY";"TOULOUSE MATABIAU";"122";25;"86";""
"2542";"LYON ST EXUPERY";"VALENCE";"38";NA;"30";""
"2543";"LYON ST EXUPERY";"VALENCE TGV";"38";NA;"30";""
"2544";"MACON LOCHE TGV";"AEROPORT CDG 2 TGV ROISSY";"120";20;"83";""
"2545";"MACON LOCHE TGV";"AIME LA PLAGNE";"65";NA;"42";""
"2546";"MACON LOCHE TGV";"AIX LES BAINS LE REVARD";"41";NA;"27,5";""
"2547";"MACON LOCHE TGV";"ALBERTVILLE";"52";NA;"37";""
"2548";"MACON LOCHE TGV";"ANNECY";"48";NA;"34";""
"2549";"MACON LOCHE TGV";"ANNEMASSE";"50";NA;"35";""
"2550";"MACON LOCHE TGV";"ANTIBES";"134";25;"95";""
"2551";"MACON LOCHE TGV";"BELLEGARDE";"43";NA;"30";""
"2552";"MACON LOCHE TGV";"BOURG EN BRESSE";"14,7";NA;"10,2";""
"2553";"MACON LOCHE TGV";"BOURG ST MAURICE";"74";15;"50";""
"2554";"MACON LOCHE TGV";"CHALON SUR SAONE";"23";NA;"15,5";""
"2555";"MACON LOCHE TGV";"EVIAN LES BAINS";"57";NA;"40";""
"2556";"MACON LOCHE TGV";"LE CREUSOT MONTCEAU MONTCHANIN";"34";NA;"23";""
"2557";"MACON LOCHE TGV";"LES ARCS DRAGUIGNAN";"109";25;"81";""
"2558";"MACON LOCHE TGV";"MARNE LA VALLEE CHESSY";"120";20;"83";""
"2559";"MACON LOCHE TGV";"MARSEILLE ST CHARLES";"100";20;"75";""
"2560";"MÂCON LOCHÉ TGV";"MASSY PALAISEAU";"120";20;"83";""
"2561";"MACON LOCHE TGV";"MONTAUBAN VILLE BOURBON";"143";25;"97";""
"2562";"MACON LOCHE TGV";"MONTELIMAR";"63";15;"48";""
"2563";"MACON LOCHE TGV";"MONTPELLIER";"104";20;"69";""
"2564";"MACON LOCHE TGV";"MOUTIERS SALINS BRIDES";"61";NA;"40";""
"2565";"MACON LOCHE TGV";"NEUFCHATEAU";"67";15;"45";""
"2566";"MACON LOCHE TGV";"NICE VILLE";"134";25;"95";""
"2567";"MACON LOCHE TGV";"ORANGE";"67";15;"51";""
"2568";"MACON LOCHE TGV";"PARIS GARE DE LYON";"120";20;"83";""
"2569";"MACON LOCHE TGV";"PARIS NORD";"120";20;"83";""
"2570";"MACON LOCHE TGV";"SALLANCHES COMBLOUX MEGEVE";"62";15;"42";""
"2571";"MACON LOCHE TGV";"ST GERVAIS LES BAINS LE FAYET";"62";15;"43";""
"2572";"MACON LOCHE TGV";"ST MICHEL VALLOIRE";"61";NA;"40";""
"2573";"MACON LOCHE TGV";"ST RAPHAEL VALESCURE";"134";25;"95";""
"2574";"MACON LOCHE TGV";"THONON LES BAINS";"55";NA;"39";""
"2575";"MACON LOCHE TGV";"TOULON";"109";20;"81";""
"2576";"MACON LOCHE TGV";"VALENCE";"51";15;"41";""
"2577";"MACON LOCHE TGV";"VALENCE TGV";"51";15;"41";""
"2578";"MACON LOCHE TGV";"VERSAILLES CHANTIERS";"120";20;"83";""
"2579";"MACON VILLE";"AGDE";"107";20;"81";""
"2580";"MACON VILLE";"AIME LA PLAGNE";"65";NA;"42";""
"2581";"MACON VILLE";"ALBERTVILLE";"52";NA;"37";""
"2582";"MACON VILLE";"ANTIBES";"140";25;"107";""
"2583";"MACON VILLE";"BEAUNE";"30";NA;"20,5";""
"2584";"MACON VILLE";"BELFORT-MONTBELIARD TGV";"72";15;"55";""
"2585";"MACON VILLE";"BESANCON FRANCHE-COMTE TGV";"53";15;"41";""
"2586";"MACON VILLE";"BOURG ST MAURICE";"74";15;"50";""
"2587";"MACON VILLE";"CANNES";"140";25;"107";""
"2588";"MACON VILLE";"CHALON SUR SAONE";"19,5";NA;"12,9";""
"2589";"MACON VILLE";"ECOLE VALENTIN";"53";NA;"41";""
"2590";"MACON VILLE";"LANDRY";"67";15;"46";""
"2591";"MACON VILLE";"LES ARCS DRAGUIGNAN";"109";25;"81";""
"2592";"MACON VILLE";"LYON PART DIEU";"23,5";NA;"16,5";""
"2593";"MACON VILLE";"LYON PERRACHE";"23,5";NA;"16,5";""
"2594";"MACON VILLE";"LYON ST EXUPERY";"23,5";NA;"16,5";""
"2595";"MACON VILLE";"MARSEILLE ST CHARLES";"104";20;"81";""
"2596";"MACON VILLE";"MONTAUBAN VILLE BOURBON";"143";25;"97";""
"2597";"MACON VILLE";"MONTBELIARD";"63";NA;"43";""
"2598";"MACON VILLE";"MONTPELLIER";"107";20;"81";""
"2599";"MACON VILLE";"MOUTIERS SALINS BRIDES";"61";NA;"40";""
"2600";"MACON VILLE";"NARBONNE";"124";25;"84";""
"2601";"MACON VILLE";"NEUFCHATEAU";"67";15;"45";""
"2602";"MACON VILLE";"NICE VILLE";"140";25;"107";""
"2603";"MACON VILLE";"PARIS GARE DE LYON";"120";20;"83";""
"2604";"MACON VILLE";"PERPIGNAN";"124";25;"84";""
"2605";"MACON VILLE";"SETE";"107";20;"81";""
"2606";"MACON VILLE";"ST RAPHAEL VALESCURE";"140";25;"107";""
"2607";"MACON VILLE";"TOUL";"87";20;"54";""
"2608";"MACON VILLE";"TOULON";"109";25;"81";""
"2609";"MACON VILLE";"TOULOUSE MATABIAU";"143";25;"97";""
"2610";"MACON VILLE";"VALENCE";"51";15;"41";""
"2611";"MACON VILLE";"VALENCE TGV";"54";15;"44";""
"2612";"MANTES LA J. TGV";"AEROPORT CDG 2 TGV ROISSY";"47";NA;"35";""
"2613";"MANTES LA J. TGV";"CONFLANS FDO TGV";"47";NA;"35";""
"2614";"MANTES LA J. TGV";"LISIEUX";"45";NA;"37";""
"2615";"MANTES LA J. TGV";"LYON PART DIEU";"133";NA;"97";""
"2616";"MANTES LA J. TGV";"LYON PERRACHE";"133";NA;"97";""
"2617";"MANTES LA J. TGV";"MARNE LA VALLEE CHESSY";"47";NA;"35";""
"2618";"MANTES LA J. TGV";"MARSEILLE ST CHARLES";"162";NA;"116";""
"2619";"MANTES LA J. TGV";"MASSY PALAISEAU";"47";NA;"35";""
"2620";"MANTES LA J. TGV";"ROUEN RIVE DROITE";"26,5";NA;"18,5";""
"2621";"MANTES LA J. TGV";"VALENCE";"143";NA;"103";""
"2622";"MANTES LA J. TGV";"VALENCE TGV";"147";NA;"107";""
"2623";"MANTES LA J. TGV";"YVETOT";"37";NA;"24,5";""
"2624";"MANTES LA JOLIE";"LISIEUX";"45";NA;"37";""
"2625";"MANTES LA JOLIE";"ROUEN RIVE DROITE";"26,5";NA;"18,5";""
"2626";"MANTES LA JOLIE";"VALENCE";"143";25;"103";""
"2627";"MANTES LA JOLIE";"VALENCE TGV";"147";25;"107";""
"2628";"MANTES LA JOLIE";"YVETOT";"37";NA;"24,5";""
"2629";"MARMANDE";"MONTAUBAN VILLE BOURBON";"38";NA;"24,5";""
"2630";"MARMANDE";"ST PIERRE DES CORPS";"101";NA;"69";""
"2631";"MARMANDE";"TOULOUSE MATABIAU";"48";NA;"32";""
"2632";"MARNE LA VALLEE CHESSY ";"AEROPORT CDG 2 TGV ROISSY";"47";NA;"35";"Tarifs applicables aux circulations à partir du 2 juillet 2017"
"2633";"MARNE LA VALLEE CHESSY ";"AURAY";"140";20;"100";"Tarifs applicables aux circulations à partir du 2 juillet 2017"
"2634";"MARNE LA VALLEE CHESSY ";"FUTUROSCOPE";"113";20;"79";"Tarifs applicables aux circulations à partir du 2 juillet 2017"
"2635";"MARNE LA VALLEE CHESSY ";" LANDERNEAU";"142";20;"100";"Tarifs applicables aux circulations à partir du 2 juillet 2017"
"2636";"MARNE LA VALLEE CHESSY ";" LIBOURNE";"133";20;"99";"Tarifs applicables aux circulations à partir du 2 juillet 2017"
"2637";"MARNE LA VALLEE CHESSY ";" MORLAIX";"138";20;"99";"Tarifs applicables aux circulations à partir du 2 juillet 2017"
"2638";"MARNE LA VALLEE CHESSY ";" NANTES";"127";20;"88";"Tarifs applicables aux circulations à partir du 2 juillet 2017"
"2639";"MARNE LA VALLEE CHESSY ";"POITIERS";"113";20;"79";"Tarifs applicables aux circulations à partir du 2 juillet 2017"
"2640";"MARNE LA VALLEE CHESSY ";" QUIMPER";"147";20;"103";"Tarifs applicables aux circulations à partir du 2 juillet 2017"
"2641";"MARNE LA VALLEE CHESSY ";"REDON";"136";20;"94";"Tarifs applicables aux circulations à partir du 2 juillet 2017"
"2642";"MARNE LA VALLEE CHESSY ";"RENNES";"131";20;"93";"Tarifs applicables aux circulations à partir du 2 juillet 2017"
"2643";"MARNE LA VALLEE CHESSY ";"ROSPORDEN";"147";20;"103";"Tarifs applicables aux circulations à partir du 2 juillet 2017"
"2644";"MARNE LA VALLEE CHESSY ";" ST MALO";"138";20;"95";"Tarifs applicables aux circulations à partir du 2 juillet 2017"
"2645";"MARNE LA VALLEE CHESSY ";" ST NAZAIRE";"128";25;"88";"Tarifs applicables aux circulations à partir du 2 juillet 2017"
"2646";"MARNE LA VALLEE CHESSY ";" VANNES";"136";20;"97";"Tarifs applicables aux circulations à partir du 2 juillet 2017"
"2647";"MARNE LA VALLEE CHESSY";"AEROPORT CDG 2 TGV ROISSY";"47";NA;"35";"Tarifs applicables aux circulations jusqu'au 1er juillet 2017"
"2648";"MARNE LA VALLEE CHESSY";"AGDE";"162";25;"116";""
"2649";"MARNE LA VALLEE CHESSY";"AIME LA PLAGNE";"161";25;"118";""
"2650";"MARNE LA VALLEE CHESSY";"AIX LES BAINS LE REVARD";"136";25;"103";""
"2651";"MARNE LA VALLEE CHESSY";"ALBERTVILLE";"154";25;"115";""
"2652";"MARNE LA VALLEE CHESSY";"ANNECY";"140";25;"104";""
"2653";"MARNE LA VALLEE CHESSY";"ANNEMASSE";"152";25;"108";""
"2654";"MARNE LA VALLEE CHESSY";"ANTIBES";"185";25;"132";""
"2655";"MARNE LA VALLEE CHESSY";"ARRAS";"61";15;"50";""
"2656";"MARNE LA VALLEE CHESSY";"AURAY";"127";20;"91";"Tarifs applicables aux circulations jusqu'au 1er juillet 2017"
"2657";"MARNE LA VALLEE CHESSY";"BAYONNE";"147";25;"112";""
"2658";"MARNE LA VALLEE CHESSY";"BELFORT-MONTBELIARD TGV";"126";20;"97";""
"2659";"MARNE LA VALLEE CHESSY";"BELLEGARDE";"129";25;"91";""
"2660";"MARNE LA VALLEE CHESSY";"BESANCON FRANCHE-COMTE TGV";"111";20;"83";""
"2661";"MARNE LA VALLEE CHESSY";"BOURG ST MAURICE";"161";25;"118";""
"2662";"MARNE LA VALLEE CHESSY";"DOUAI";"66";15;"52";""
"2663";"MARNE LA VALLEE CHESSY";"ECOLE VALENTIN";"111";NA;"83";""
"2664";"MARNE LA VALLEE CHESSY";"EVIAN LES BAINS";"152";25;"108";""
"2665";"MARNE LA VALLEE CHESSY";"FUTUROSCOPE";"107";20;"75";"Tarifs applicables aux circulations jusqu'au 1er juillet 2017"
"2666";"MARNE LA VALLEE CHESSY";"LANDERNEAU";"131";20;"92";"Tarifs applicables aux circulations jusqu'au 1er juillet 2017"
"2667";"MARNE LA VALLEE CHESSY";"LE CREUSOT MONTCEAU MONTCHANIN";"114";20;"82";""
"2668";"MARNE LA VALLEE CHESSY";"LES ARCS DRAGUIGNAN";"185";25;"132";""
"2669";"MARNE LA VALLEE CHESSY";"LIBOURNE";"126";20;"96";"Tarifs applicables aux circulations jusqu'au 1er juillet 2017"
"2670";"MARNE LA VALLEE CHESSY";"LISIEUX";"63";15;"51";""
"2671";"MARNE LA VALLEE CHESSY";"MANTES LA JOLIE";"47";NA;"35";""
"2672";"MARNE LA VALLEE CHESSY";"MARMANDE";"140";25;"108";""
"2673";"MARNE LA VALLEE CHESSY";"MARSEILLE ST CHARLES";"162";25;"116";""
"2674";"MARNE LA VALLEE CHESSY";"MASSY PALAISEAU";"47";NA;"35";""
"2675";"MARNE LA VALLEE CHESSY";"MONTAUBAN VILLE BOURBON";"142";25;"109";""
"2676";"MARNE LA VALLEE CHESSY";"MONTPELLIER";"160";25;"114";""
"2677";"MARNE LA VALLEE CHESSY";"MORLAIX";"127";20;"91";"Tarifs applicables aux circulations jusqu'au 1er juillet 2017"
"2678";"MARNE LA VALLEE CHESSY";"MOUTIERS SALINS BRIDES";"159";25;"118";""
"2679";"MARNE LA VALLEE CHESSY";"NANTES";"122";20;"85";"Tarifs applicables aux circulations jusqu'au 1er juillet 2017"
"2680";"MARNE LA VALLEE CHESSY";"NARBONNE";"162";25;"116";""
"2681";"MARNE LA VALLEE CHESSY";"NICE VILLE";"185";25;"132";""
"2682";"MARNE LA VALLEE CHESSY";"NIORT";"118";20;"84";""
"2683";"MARNE LA VALLEE CHESSY";"PERPIGNAN";"175";25;"124";""
"2684";"MARNE LA VALLEE CHESSY";"POITIERS";"107";20;"75";"Tarifs applicables aux circulations jusqu'au 1er juillet 2017"
"2685";"MARNE LA VALLEE CHESSY";"QUIMPER";"134";20;"95";"Tarifs applicables aux circulations jusqu'au 1er juillet 2017"
"2686";"MARNE LA VALLEE CHESSY";"REDON";"122";20;"84";"Tarifs applicables aux circulations jusqu'au 1er juillet 2017"
"2687";"MARNE LA VALLEE CHESSY";"RENNES";"113";20;"80";"Tarifs applicables aux circulations jusqu'au 1er juillet 2017"
